timestamp,product_id,category,price,quantity,region,customer_age,channel
2024-01-02 19:00:00,P008,home,30718.85,2,Mumbai,37,online
2024-01-02 20:00:00,P004,grocery,4521.38,3,Delhi,22,online
2024-01-02 21:00:00,P004,grocery,24432.63,4,Coimbatore,49,retail
2024-01-02 22:00:00,P008,home,3974.7,4,Delhi,23,online
2024-01-02 23:00:00,P007,sports,20436.4,2,Mumbai,47,retail
2024-01-03 00:00:00,P006,beauty,20414.61,2,Chennai,43,retail
2024-01-03 01:00:00,P006,beauty,3393.89,1,Kochi,54,online
2024-01-03 02:00:00,P007,sports,17506.14,3,Mumbai,30,retail
2024-01-03 03:00:00,P006,beauty,5638.81,2,Delhi,46,online
2024-01-03 04:00:00,P003,clothing,40430.94,1,Bangalore,22,online
2024-01-03 05:00:00,P004,grocery,47389.63,2,Salem,42,retail
2024-01-03 06:00:00,P007,sports,3708.59,4,Mumbai,30,online
2024-01-03 07:00:00,P004,grocery,47760.25,1,Coimbatore,41,retail
2024-01-03 08:00:00,P008,home,26176.57,1,Kochi,48,retail
2024-01-03 09:00:00,P001,electronics,15048.33,2,Mumbai,37,online
2024-01-03 10:00:00,P003,clothing,3935.42,3,Hyderabad,25,online
2024-01-03 11:00:00,P005,food,25081.15,4,Delhi,26,online
2024-01-03 12:00:00,P003,clothing,39746.33,3,Bangalore,38,retail
2024-01-03 13:00:00,P007,sports,35383.62,1,Salem,37,retail
2024-01-03 14:00:00,P005,food,2606.28,3,Bangalore,32,retail
2024-01-03 15:00:00,P001,electronics,3737.8,1,Kochi,43,retail
2024-01-03 16:00:00,P007,sports,20203.38,3,Delhi,59,retail
2024-01-03 17:00:00,P002,electronics,14835.0,2,Chennai,28,retail
2024-01-03 18:00:00,P004,grocery,11695.98,3,Salem,54,retail
2024-01-03 19:00:00,P001,electronics,14122.12,1,Delhi,58,online
2024-01-03 20:00:00,P004,grocery,40193.79,4,Bangalore,28,retail
2024-01-03 21:00:00,P006,beauty,46468.48,4,Chennai,44,retail
2024-01-03 22:00:00,P002,electronics,20314.62,4,Coimbatore,47,online
2024-01-03 23:00:00,P002,electronics,45314.94,1,Kochi,36,retail
2024-01-04 00:00:00,P001,electronics,16142.64,3,Kochi,51,retail
2024-01-04 01:00:00,P002,electronics,23874.21,4,Salem,55,online
2024-01-04 02:00:00,P005,food,11378.85,4,Bangalore,40,retail
2024-01-04 03:00:00,P002,electronics,32059.75,4,Coimbatore,18,online
2024-01-04 04:00:00,P004,grocery,48951.16,2,Hyderabad,20,retail
2024-01-04 05:00:00,P004,grocery,30214.31,1,Salem,20,retail
2024-01-04 06:00:00,P007,sports,17954.92,1,Delhi,45,online
2024-01-04 07:00:00,P004,grocery,32426.09,1,Hyderabad,31,online
2024-01-04 08:00:00,P007,sports,6233.74,1,Salem,47,retail
2024-01-04 09:00:00,P004,grocery,44444.09,1,Bangalore,22,retail
2024-01-04 10:00:00,P005,food,25203.89,2,Coimbatore,32,online
2024-01-04 11:00:00,P008,home,22522.55,3,Bangalore,55,retail
2024-01-04 12:00:00,P007,sports,29334.65,2,Kochi,31,online
2024-01-04 13:00:00,P003,clothing,31276.71,4,Hyderabad,31,online
2024-01-04 14:00:00,P006,beauty,3681.61,2,Chennai,25,online
2024-01-04 15:00:00,P001,electronics,34162.6,1,Mumbai,25,retail
2024-01-04 16:00:00,P004,grocery,12172.39,2,Delhi,36,retail
2024-01-04 17:00:00,P002,electronics,35726.24,1,Kochi,49,retail
2024-01-04 18:00:00,P008,home,41144.49,2,Kochi,48,online
2024-01-04 19:00:00,P004,grocery,40217.53,1,Hyderabad,46,retail
2024-01-04 20:00:00,P002,electronics,27669.8,4,Delhi,58,online
2024-01-04 21:00:00,P006,beauty,26056.48,1,Salem,28,online
2024-01-04 22:00:00,P006,beauty,7229.51,2,Kochi,30,retail
2024-01-04 23:00:00,P006,beauty,38789.77,4,Mumbai,44,retail
2024-01-05 00:00:00,P002,electronics,13643.33,2,Coimbatore,36,online
2024-01-05 01:00:00,P004,grocery,24885.1,4,Kochi,43,retail
2024-01-05 02:00:00,P006,beauty,14285.28,3,Coimbatore,54,online
2024-01-05 03:00:00,P005,food,6778.04,3,Bangalore,26,retail
2024-01-05 04:00:00,P007,sports,31514.93,3,Delhi,45,online
2024-01-05 05:00:00,P002,electronics,2811.17,2,Salem,49,retail
2024-01-05 06:00:00,P002,electronics,37457.4,2,Coimbatore,20,online
2024-01-05 07:00:00,P004,grocery,15947.58,4,Kochi,49,retail
2024-01-05 08:00:00,P002,electronics,106.72,4,Salem,22,online
2024-01-05 09:00:00,P002,electronics,25605.34,4,Mumbai,25,online
2024-01-05 10:00:00,P006,beauty,2437.91,4,Salem,31,online
2024-01-05 11:00:00,P004,grocery,13880.86,1,Coimbatore,20,online
2024-01-05 12:00:00,P006,beauty,35378.13,3,Delhi,41,online
2024-01-05 13:00:00,P007,sports,3228.21,1,Coimbatore,30,online
2024-01-05 14:00:00,P008,home,41982.99,1,Chennai,46,retail
2024-01-05 15:00:00,P007,sports,290.61,1,Chennai,25,online
2024-01-05 16:00:00,P008,home,12416.51,1,Salem,59,online
2024-01-05 17:00:00,P006,beauty,37071.11,3,Hyderabad,48,retail
2024-01-05 18:00:00,P007,sports,15881.88,1,Delhi,43,retail
2024-01-05 19:00:00,P004,grocery,5184.43,4,Hyderabad,35,online
2024-01-05 20:00:00,P001,electronics,18075.67,2,Chennai,35,retail
2024-01-05 21:00:00,P006,beauty,13592.62,4,Kochi,24,retail
2024-01-05 22:00:00,P008,home,42151.32,2,Bangalore,55,online
2024-01-05 23:00:00,P005,food,15736.06,4,Salem,33,online
2024-01-06 00:00:00,P008,home,39467.73,4,Bangalore,50,retail
2024-01-06 01:00:00,P005,food,44604.42,2,Chennai,20,retail
2024-01-06 02:00:00,P002,electronics,21747.49,3,Coimbatore,55,retail
2024-01-06 03:00:00,P007,sports,45506.16,1,Mumbai,21,retail
2024-01-06 04:00:00,P005,food,18928.17,4,Salem,53,retail
2024-01-06 05:00:00,P008,home,48207.51,3,Chennai,21,retail
2024-01-06 06:00:00,P002,electronics,4555.55,1,Delhi,59,online
2024-01-06 07:00:00,P001,electronics,34382.26,3,Kochi,26,retail
2024-01-06 08:00:00,P004,grocery,24741.32,3,Mumbai,57,online
2024-01-06 09:00:00,P004,grocery,19443.68,1,Salem,34,online
2024-01-06 10:00:00,P004,grocery,31672.32,4,Salem,34,retail
2024-01-06 11:00:00,P005,food,35222.47,3,Delhi,50,online
2024-01-06 12:00:00,P001,electronics,317.73,4,Hyderabad,37,retail
2024-01-06 13:00:00,P005,food,8430.96,4,Coimbatore,31,online
2024-01-06 14:00:00,P007,sports,35681.0,4,Salem,39,retail
2024-01-06 15:00:00,P005,food,33352.63,1,Coimbatore,44,online
2024-01-06 16:00:00,P001,electronics,48305.77,2,Chennai,20,retail
2024-01-06 17:00:00,P001,electronics,38075.79,4,Kochi,41,online
2024-01-06 18:00:00,P007,sports,47543.56,2,Mumbai,47,retail
2024-01-06 19:00:00,P001,electronics,35156.77,2,Mumbai,25,online
2024-01-06 20:00:00,P008,home,14972.81,3,Kochi,39,online
2024-01-06 21:00:00,P001,electronics,5357.71,4,Salem,42,online
2024-01-06 22:00:00,P004,grocery,39113.01,4,Salem,27,retail
2024-01-06 23:00:00,P008,home,32243.05,4,Chennai,46,retail
2024-01-07 00:00:00,P008,home,2504.48,2,Hyderabad,57,retail
2024-01-07 01:00:00,P007,sports,18066.52,1,Hyderabad,18,retail
2024-01-07 02:00:00,P003,clothing,47844.31,2,Hyderabad,38,retail
2024-01-07 03:00:00,P003,clothing,25070.02,4,Coimbatore,56,online
2024-01-07 04:00:00,P001,electronics,21693.18,4,Hyderabad,41,retail
2024-01-07 05:00:00,P008,home,22939.21,4,Kochi,26,retail
2024-01-07 06:00:00,P003,clothing,10523.25,2,Mumbai,43,online
2024-01-07 07:00:00,P003,clothing,18498.49,4,Mumbai,26,retail
2024-01-07 08:00:00,P001,electronics,18553.68,3,Coimbatore,37,retail
2024-01-07 09:00:00,P003,clothing,2712.52,4,Chennai,52,retail
2024-01-07 10:00:00,P005,food,38401.62,1,Kochi,53,retail
2024-01-07 11:00:00,P002,electronics,20883.57,3,Mumbai,59,retail
2024-01-07 12:00:00,P007,sports,41126.78,4,Kochi,53,retail
2024-01-07 13:00:00,P002,electronics,42532.37,3,Mumbai,26,online
2024-01-07 14:00:00,P001,electronics,10678.5,4,Bangalore,39,retail
2024-01-07 15:00:00,P004,grocery,32901.94,1,Chennai,18,retail
2024-01-07 16:00:00,P007,sports,23666.86,4,Chennai,22,retail
2024-01-07 17:00:00,P001,electronics,44019.82,3,Delhi,26,online
2024-01-07 18:00:00,P008,home,10865.46,1,Bangalore,54,online
2024-01-07 19:00:00,P004,grocery,33922.88,2,Coimbatore,55,online
2024-01-07 20:00:00,P002,electronics,30426.83,1,Mumbai,36,online
2024-01-07 21:00:00,P001,electronics,14835.54,1,Delhi,25,retail
2024-01-07 22:00:00,P008,home,6916.39,1,Mumbai,59,online
2024-01-07 23:00:00,P007,sports,32616.82,3,Mumbai,49,retail
2024-01-08 00:00:00,P007,sports,36956.01,1,Hyderabad,30,retail
2024-01-08 01:00:00,P006,beauty,15849.8,4,Hyderabad,37,retail
2024-01-08 02:00:00,P008,home,32277.15,1,Hyderabad,53,online
2024-01-08 03:00:00,P005,food,19817.03,1,Hyderabad,54,retail
2024-01-08 04:00:00,P003,clothing,35689.02,4,Hyderabad,47,online
2024-01-08 05:00:00,P004,grocery,10040.84,4,Bangalore,27,retail
2024-01-08 06:00:00,P008,home,44521.73,2,Chennai,48,online
2024-01-08 07:00:00,P006,beauty,14441.74,1,Coimbatore,42,online
2024-01-08 08:00:00,P003,clothing,18452.52,3,Kochi,46,retail
2024-01-08 09:00:00,P003,clothing,2998.79,1,Hyderabad,41,retail
2024-01-08 10:00:00,P001,electronics,5664.46,1,Bangalore,56,retail
2024-01-08 11:00:00,P003,clothing,25841.51,4,Delhi,38,online
2024-01-08 12:00:00,P005,food,13452.87,2,Delhi,58,online
2024-01-08 13:00:00,P007,sports,41790.46,1,Mumbai,26,online
2024-01-08 14:00:00,P006,beauty,833.2,3,Coimbatore,59,retail
2024-01-08 15:00:00,P003,clothing,19016.79,1,Delhi,59,online
2024-01-08 16:00:00,P001,electronics,16933.54,3,Coimbatore,19,retail
2024-01-08 17:00:00,P005,food,1064.45,4,Coimbatore,21,online
2024-01-08 18:00:00,P002,electronics,6305.98,2,Bangalore,25,online
2024-01-08 19:00:00,P007,sports,20740.77,1,Kochi,49,online
2024-01-08 20:00:00,P007,sports,24693.94,2,Hyderabad,31,retail
2024-01-08 21:00:00,P006,beauty,20274.06,1,Coimbatore,30,retail
2024-01-08 22:00:00,P007,sports,26593.79,3,Bangalore,38,retail
2024-01-08 23:00:00,P003,clothing,29797.07,2,Mumbai,41,online
2024-01-09 00:00:00,P001,electronics,595.2,1,Chennai,35,online
2024-01-09 01:00:00,P007,sports,23258.35,4,Mumbai,57,online
2024-01-09 02:00:00,P007,sports,48178.61,3,Bangalore,43,online
2024-01-09 03:00:00,P002,electronics,25999.71,2,Bangalore,49,retail
2024-01-09 04:00:00,P002,electronics,33909.36,1,Bangalore,50,online
2024-01-09 05:00:00,P004,grocery,15662.01,2,Coimbatore,48,online
2024-01-09 06:00:00,P005,food,38722.17,1,Bangalore,35,retail
2024-01-09 07:00:00,P003,clothing,38668.78,3,Chennai,52,retail
2024-01-09 08:00:00,P007,sports,26112.67,4,Coimbatore,29,retail
2024-01-09 09:00:00,P008,home,48803.09,3,Mumbai,42,online
2024-01-09 10:00:00,P007,sports,6364.96,2,Chennai,48,retail
2024-01-09 11:00:00,P001,electronics,945.69,2,Delhi,27,online
2024-01-09 12:00:00,P004,grocery,38530.89,1,Salem,51,retail
2024-01-09 13:00:00,P005,food,40377.06,3,Mumbai,20,online
2024-01-09 14:00:00,P008,home,6098.34,1,Bangalore,56,online
2024-01-09 15:00:00,P004,grocery,13352.58,3,Hyderabad,25,online
2024-01-09 16:00:00,P006,beauty,975.86,2,Hyderabad,49,online
2024-01-09 17:00:00,P005,food,14736.1,1,Coimbatore,46,online
2024-01-09 18:00:00,P007,sports,38679.78,1,Hyderabad,39,online
2024-01-09 19:00:00,P007,sports,25946.23,3,Mumbai,37,retail
2024-01-09 20:00:00,P005,food,17469.97,4,Coimbatore,23,online
2024-01-09 21:00:00,P007,sports,18649.79,3,Mumbai,46,online
2024-01-09 22:00:00,P003,clothing,167.55,4,Bangalore,59,online
2024-01-09 23:00:00,P005,food,15060.05,3,Kochi,34,online
2024-01-10 00:00:00,P004,grocery,32358.29,2,Kochi,48,retail
2024-01-10 01:00:00,P005,food,48712.3,1,Chennai,51,online
2024-01-10 02:00:00,P008,home,42368.34,3,Bangalore,55,online
2024-01-10 03:00:00,P007,sports,1277.39,2,Hyderabad,54,retail
2024-01-10 04:00:00,P003,clothing,44938.17,3,Bangalore,21,online
2024-01-10 05:00:00,P003,clothing,39181.6,1,Salem,19,retail
2024-01-10 06:00:00,P006,beauty,39040.77,3,Kochi,29,online
2024-01-10 07:00:00,P004,grocery,22953.99,4,Hyderabad,52,online
2024-01-10 08:00:00,P002,electronics,19960.46,1,Mumbai,23,retail
2024-01-10 09:00:00,P002,electronics,15215.49,4,Mumbai,25,retail
2024-01-10 10:00:00,P005,food,3378.17,2,Kochi,38,retail
2024-01-10 11:00:00,P006,beauty,11488.94,2,Bangalore,52,online
2024-01-10 12:00:00,P001,electronics,12405.52,3,Hyderabad,32,retail
2024-01-10 13:00:00,P005,food,24255.45,4,Chennai,24,retail
2024-01-10 14:00:00,P006,beauty,37397.48,4,Mumbai,32,online
2024-01-10 15:00:00,P004,grocery,23743.11,1,Bangalore,23,online
2024-01-10 16:00:00,P004,grocery,2986.44,4,Chennai,34,online
2024-01-10 17:00:00,P004,grocery,47893.71,4,Delhi,21,retail
2024-01-10 18:00:00,P004,grocery,47141.94,1,Hyderabad,39,online
2024-01-10 19:00:00,P004,grocery,39280.96,1,Kochi,49,retail
2024-01-10 20:00:00,P006,beauty,49567.26,4,Delhi,39,retail
2024-01-10 21:00:00,P006,beauty,27269.67,3,Salem,44,retail
2024-01-10 22:00:00,P003,clothing,48142.14,1,Delhi,32,retail
2024-01-10 23:00:00,P008,home,3872.69,1,Coimbatore,39,online
2024-01-11 00:00:00,P002,electronics,18347.47,4,Kochi,45,online
2024-01-11 01:00:00,P007,sports,11346.53,4,Chennai,59,retail
2024-01-11 02:00:00,P004,grocery,9872.07,1,Bangalore,55,retail
2024-01-11 03:00:00,P001,electronics,7126.07,4,Delhi,26,online
2024-01-11 04:00:00,P007,sports,31158.44,1,Mumbai,51,online
2024-01-11 05:00:00,P006,beauty,39087.96,3,Hyderabad,53,retail
2024-01-11 06:00:00,P001,electronics,28957.09,3,Delhi,26,retail
2024-01-11 07:00:00,P001,electronics,7433.44,1,Kochi,32,retail
2024-01-11 08:00:00,P001,electronics,40575.08,1,Mumbai,37,retail
2024-01-11 09:00:00,P003,clothing,31834.14,2,Mumbai,25,retail
2024-01-11 10:00:00,P006,beauty,19469.47,2,Salem,45,online
2024-01-11 11:00:00,P001,electronics,33739.1,4,Hyderabad,36,retail
2024-01-11 12:00:00,P004,grocery,13069.26,4,Delhi,33,online
2024-01-11 13:00:00,P005,food,17325.09,1,Chennai,28,retail
2024-01-11 14:00:00,P001,electronics,45882.54,1,Hyderabad,59,online
2024-01-11 15:00:00,P003,clothing,14596.17,2,Delhi,25,retail
2024-01-11 16:00:00,P007,sports,23552.41,2,Hyderabad,50,online
2024-01-11 17:00:00,P006,beauty,44518.04,1,Bangalore,27,online
2024-01-11 18:00:00,P008,home,35415.3,3,Coimbatore,35,retail
2024-01-11 19:00:00,P003,clothing,3203.94,3,Delhi,52,retail
2024-01-11 20:00:00,P001,electronics,7450.42,4,Mumbai,20,online
2024-01-11 21:00:00,P006,beauty,491.3,1,Chennai,57,online
2024-01-11 22:00:00,P005,food,31583.0,1,Delhi,44,online
2024-01-11 23:00:00,P001,electronics,22438.9,4,Delhi,45,retail
2024-01-12 00:00:00,P003,clothing,6800.32,2,Bangalore,23,online
2024-01-12 01:00:00,P002,electronics,47900.91,2,Mumbai,31,retail
2024-01-12 02:00:00,P004,grocery,26530.02,3,Coimbatore,24,retail
2024-01-12 03:00:00,P008,home,12170.48,1,Bangalore,27,retail
2024-01-12 04:00:00,P007,sports,25080.12,2,Coimbatore,32,retail
2024-01-12 05:00:00,P003,clothing,34013.05,3,Coimbatore,48,retail
2024-01-12 06:00:00,P006,beauty,3904.34,3,Coimbatore,46,retail
2024-01-12 07:00:00,P008,home,13807.72,3,Bangalore,59,online
2024-01-12 08:00:00,P008,home,40367.58,2,Hyderabad,34,online
2024-01-12 09:00:00,P008,home,23037.28,2,Delhi,46,retail
2024-01-12 10:00:00,P001,electronics,27374.2,1,Coimbatore,32,online
2024-01-12 11:00:00,P004,grocery,21697.52,1,Hyderabad,43,online
2024-01-12 12:00:00,P001,electronics,2290.61,3,Delhi,29,retail
2024-01-12 13:00:00,P006,beauty,8370.91,3,Mumbai,42,online
2024-01-12 14:00:00,P001,electronics,22332.53,2,Delhi,58,retail
2024-01-12 15:00:00,P002,electronics,10538.35,2,Mumbai,22,retail
2024-01-12 16:00:00,P004,grocery,2593.95,1,Chennai,21,retail
2024-01-12 17:00:00,P004,grocery,42198.12,1,Salem,58,retail
2024-01-12 18:00:00,P006,beauty,49061.51,4,Hyderabad,48,online
2024-01-12 19:00:00,P007,sports,39677.83,1,Delhi,20,online
2024-01-12 20:00:00,P002,electronics,42703.87,2,Mumbai,20,retail
2024-01-12 21:00:00,P003,clothing,12174.66,3,Salem,43,online
2024-01-12 22:00:00,P001,electronics,48035.29,4,Coimbatore,34,retail
2024-01-12 23:00:00,P005,food,9926.59,1,Salem,27,retail
2024-01-13 00:00:00,P001,electronics,47576.35,1,Salem,19,online
2024-01-13 01:00:00,P008,home,49741.48,2,Coimbatore,41,online
2024-01-13 02:00:00,P001,electronics,35614.97,4,Hyderabad,28,retail
2024-01-13 03:00:00,P003,clothing,49059.07,1,Delhi,41,online
2024-01-13 04:00:00,P001,electronics,28520.04,3,Coimbatore,52,retail
2024-01-13 05:00:00,P002,electronics,13051.13,2,Chennai,40,retail
2024-01-13 06:00:00,P002,electronics,21906.09,4,Kochi,49,online
2024-01-13 07:00:00,P004,grocery,29718.69,1,Delhi,40,retail
2024-01-13 08:00:00,P006,beauty,3746.77,1,Bangalore,51,online
2024-01-13 09:00:00,P007,sports,31154.93,4,Coimbatore,58,retail
2024-01-13 10:00:00,P005,food,49060.77,2,Coimbatore,36,retail
2024-01-13 11:00:00,P008,home,9586.37,4,Salem,19,retail
2024-01-13 12:00:00,P001,electronics,39650.5,4,Chennai,19,retail
2024-01-13 13:00:00,P001,electronics,45404.15,2,Mumbai,32,retail
2024-01-13 14:00:00,P003,clothing,47190.71,1,Mumbai,38,online
2024-01-13 15:00:00,P006,beauty,48010.77,3,Salem,52,retail
2024-01-13 16:00:00,P002,electronics,26120.84,2,Hyderabad,22,online
2024-01-13 17:00:00,P005,food,48867.66,3,Delhi,44,online
2024-01-13 18:00:00,P004,grocery,37889.78,1,Coimbatore,41,online
2024-01-13 19:00:00,P002,electronics,8167.4,4,Delhi,24,retail
2024-01-13 20:00:00,P008,home,23897.32,3,Delhi,23,online
2024-01-13 21:00:00,P006,beauty,35944.73,1,Coimbatore,50,online
2024-01-13 22:00:00,P008,home,12442.28,1,Salem,34,online
2024-01-13 23:00:00,P007,sports,32066.7,4,Delhi,59,retail
2024-01-14 00:00:00,P004,grocery,33363.36,4,Coimbatore,47,retail
2024-01-14 01:00:00,P007,sports,8218.72,1,Hyderabad,25,retail
2024-01-14 02:00:00,P003,clothing,28297.76,1,Delhi,57,retail
2024-01-14 03:00:00,P008,home,38604.18,3,Kochi,24,online
2024-01-14 04:00:00,P003,clothing,24994.89,1,Bangalore,23,retail
2024-01-14 05:00:00,P001,electronics,703.95,1,Bangalore,21,online
2024-01-14 06:00:00,P007,sports,551.02,3,Bangalore,18,retail
2024-01-14 07:00:00,P006,beauty,17915.76,2,Kochi,32,online
2024-01-14 08:00:00,P008,home,46317.08,3,Coimbatore,48,retail
2024-01-14 09:00:00,P005,food,11510.97,3,Salem,42,retail
2024-01-14 10:00:00,P004,grocery,31754.75,4,Mumbai,50,retail
2024-01-14 11:00:00,P002,electronics,11181.59,3,Chennai,52,retail
2024-01-14 12:00:00,P006,beauty,16151.33,1,Coimbatore,22,online
2024-01-14 13:00:00,P006,beauty,42417.3,1,Kochi,22,retail
2024-01-14 14:00:00,P003,clothing,36470.19,1,Delhi,53,retail
2024-01-14 15:00:00,P007,sports,4860.42,2,Hyderabad,34,retail
2024-01-14 16:00:00,P008,home,21492.23,1,Kochi,31,online
2024-01-14 17:00:00,P008,home,1555.57,2,Delhi,46,retail
2024-01-14 18:00:00,P001,electronics,24096.42,1,Mumbai,25,retail
2024-01-14 19:00:00,P001,electronics,33155.46,3,Bangalore,51,online
2024-01-14 20:00:00,P004,grocery,6013.28,4,Coimbatore,57,online
2024-01-14 21:00:00,P003,clothing,14515.36,1,Mumbai,18,online
2024-01-14 22:00:00,P006,beauty,19952.05,2,Bangalore,46,retail
2024-01-14 23:00:00,P008,home,45984.6,2,Chennai,53,online
2024-01-15 00:00:00,P005,food,49663.43,4,Delhi,54,retail
2024-01-15 01:00:00,P003,clothing,2341.07,1,Delhi,46,online
2024-01-15 02:00:00,P004,grocery,38074.3,3,Hyderabad,22,retail
2024-01-15 03:00:00,P004,grocery,18649.03,1,Bangalore,49,online
2024-01-15 04:00:00,P003,clothing,19683.66,1,Chennai,41,online
2024-01-15 05:00:00,P004,grocery,37737.82,4,Delhi,36,online
2024-01-15 06:00:00,P003,clothing,45929.48,1,Kochi,29,retail
2024-01-15 07:00:00,P002,electronics,47551.34,3,Bangalore,18,online
2024-01-15 08:00:00,P003,clothing,28898.42,2,Bangalore,24,retail
2024-01-15 09:00:00,P007,sports,17920.35,4,Salem,34,online
2024-01-15 10:00:00,P003,clothing,39398.7,3,Hyderabad,51,online
2024-01-15 11:00:00,P004,grocery,12624.97,2,Hyderabad,24,online
2024-01-15 12:00:00,P008,home,28247.29,4,Mumbai,34,retail
2024-01-15 13:00:00,P007,sports,17993.07,4,Kochi,20,retail
2024-01-15 14:00:00,P004,grocery,32865.89,2,Salem,46,retail
2024-01-15 15:00:00,P001,electronics,12095.91,2,Mumbai,39,online
2024-01-15 16:00:00,P001,electronics,9660.49,3,Chennai,55,retail
2024-01-15 17:00:00,P008,home,45920.13,1,Mumbai,46,retail
2024-01-15 18:00:00,P008,home,5180.0,1,Chennai,59,online
2024-01-15 19:00:00,P007,sports,25347.3,1,Kochi,22,online
2024-01-15 20:00:00,P002,electronics,11120.55,1,Delhi,47,retail
2024-01-15 21:00:00,P008,home,2042.61,1,Hyderabad,40,retail
2024-01-15 22:00:00,P001,electronics,1897.34,3,Delhi,38,online
2024-01-15 23:00:00,P003,clothing,8843.57,4,Chennai,43,retail
2024-01-16 00:00:00,P004,grocery,43351.84,3,Kochi,38,online
2024-01-16 01:00:00,P001,electronics,14195.69,3,Delhi,37,online
2024-01-16 02:00:00,P001,electronics,47527.91,3,Mumbai,40,retail
2024-01-16 03:00:00,P002,electronics,29122.95,4,Chennai,21,retail
2024-01-16 04:00:00,P007,sports,21887.05,3,Coimbatore,38,online
2024-01-16 05:00:00,P007,sports,29046.43,3,Bangalore,38,retail
2024-01-16 06:00:00,P006,beauty,25883.25,4,Mumbai,18,online
2024-01-16 07:00:00,P002,electronics,37962.94,3,Hyderabad,32,retail
2024-01-16 08:00:00,P003,clothing,14196.55,1,Delhi,34,online
2024-01-16 09:00:00,P007,sports,17717.21,2,Mumbai,31,retail
2024-01-16 10:00:00,P004,grocery,44715.31,3,Coimbatore,36,retail
2024-01-16 11:00:00,P008,home,47328.18,2,Kochi,51,online
2024-01-16 12:00:00,P002,electronics,44638.66,3,Kochi,23,retail
2024-01-16 13:00:00,P008,home,21030.45,3,Mumbai,23,online
2024-01-16 14:00:00,P001,electronics,39040.24,1,Coimbatore,22,retail
2024-01-16 15:00:00,P004,grocery,23869.15,4,Delhi,24,retail
2024-01-16 16:00:00,P004,grocery,24927.24,2,Mumbai,50,retail
2024-01-16 17:00:00,P001,electronics,10313.54,4,Bangalore,30,retail
2024-01-16 18:00:00,P002,electronics,29597.4,1,Bangalore,18,online
2024-01-16 19:00:00,P001,electronics,9388.18,1,Salem,30,online
